GEO_ID,ZCTA%5,NAME,Total,B25140_001M,Total Owned Units with a Mortgage,B25140_002M,Total Owned Units with a Mortgage (30-49%),B25140_003M,Total Owned Units with a Mortgage (50%+),B25140_004M,Total Owned Units with a Mortgage (Not Calculated),B25140_005M,Total Owned Units without a Mortgage,B25140_006M,Total Owned Units without a Mortgage (30-49%),B25140_007M,Total Owned Units without a Mortgage (50%+),B25140_008M,Total Owned Units without a Mortgage (Not Calculated),B25140_009M,Total Rented,B25140_010M,Total Rented (30-49%),B25140_011M,Total Rented (50%+),B25140_012M,Total Rented (Not Calculated),B25140_013M
860Z200US60053,60053,ZCTA5 60053,9111,388,4790,382,1577,350,673,260,33,38,2911,359,596,190,252,89,8,13,1410,449,616,255,404,228,275,126
860Z200US60056,60056,ZCTA5 60056,22107,648,9119,580,2194,409,694,260,59,76,6358,639,1122,316,492,197,78,54,6630,569,2978,546,1340,368,293,164
860Z200US60060,60060,ZCTA5 60060,13437,525,6099,558,1075,231,330,118,74,120,3787,413,522,166,247,123,0,26,3551,417,1173,294,643,234,315,137
860Z200US60061,60061,ZCTA5 60061,11095,402,4836,433,1258,254,440,151,1,4,2598,394,376,161,106,55,0,23,3661,408,1451,266,893,227,280,269
860Z200US60062,60062,ZCTA5 60062,16290,551,7528,493,2328,344,916,192,13,17,5784,435,1003,193,531,179,150,111,2978,348,1328,270,707,202,251,101
860Z200US60064,60064,ZCTA5 60064,5177,351,1269,188,468,143,205,109,2,5,916,208,156,89,75,65,0,19,2992,299,1237,266,689,184,409,202
860Z200US60067,60067,ZCTA5 60067,15266,722,7323,413,1852,255,688,182,16,19,4303,534,625,234,174,82,12,19,3640,370,1409,276,622,153,216,107
860Z200US60068,60068,ZCTA5 60068,15165,448,7718,434,1860,309,924,262,25,33,5211,512,1000,303,549,281,44,31,2236,365,841,177,379,146,352,277
860Z200US60069,60069,ZCTA5 60069,3551,307,1724,258,431,126,169,75,0,17,1179,180,260,105,155,82,12,18,648,158,330,120,252,108,61,51
860Z200US60070,60070,ZCTA5 60070,6190,347,1885,276,529,148,229,101,0,19,2025,384,622,266,140,78,0,19,2280,337,717,240,206,97,125,126
860Z200US60071,60071,ZCTA5 60071,1910,146,869,139,276,117,100,82,0,12,487,164,88,59,28,35,3,5,554,112,155,63,79,49,19,28
860Z200US60072,60072,ZCTA5 60072,321,64,215,61,64,46,21,17,0,12,87,30,13,14,5,6,0,12,19,14,10,8,7,6,0,12
860Z200US60073,60073,ZCTA5 60073,19930,639,10889,721,2598,390,1028,281,18,26,4695,550,646,200,185,93,18,26,4346,601,1837,453,1103,417,166,75
860Z200US60074,60074,ZCTA5 60074,14375,574,5685,423,1686,341,829,257,0,26,3065,378,478,146,238,120,17,25,5625,534,2759,475,1284,396,81,85
860Z200US60075,60075,ZCTA5 60075,21,34,0,12,0,12,0,12,0,12,21,34,21,34,21,34,0,12,0,12,0,12,0,12,0,12
860Z200US60076,60076,ZCTA5 60076,11458,508,5493,455,1561,285,485,134,17,19,3568,474,505,177,253,138,19,20,2397,314,1167,254,690,207,195,111
860Z200US60077,60077,ZCTA5 60077,10807,510,4033,501,1474,353,895,315,68,87,3076,434,664,277,456,230,41,39,3698,502,1688,410,913,327,90,67
860Z200US60081,60081,ZCTA5 60081,3302,287,2213,201,600,191,285,162,4,10,816,232,270,178,83,76,0,17,273,129,29,33,14,22,50,54
860Z200US60083,60083,ZCTA5 60083,3562,380,2298,421,621,284,183,149,77,108,1041,252,187,127,147,114,17,27,223,109,93,81,26,27,37,42
860Z200US60084,60084,ZCTA5 60084,6535,409,3666,350,770,235,366,226,17,26,1575,260,358,118,132,76,44,40,1294,288,552,211,219,93,92,66
860Z200US60085,60085,ZCTA5 60085,25514,809,6419,664,1566,351,737,231,9,16,5465,600,691,234,338,199,12,19,13630,788,5904,694,2354,454,715,296
860Z200US60087,60087,ZCTA5 60087,9695,565,3123,440,465,170,135,94,0,23,3039,421,397,146,115,69,11,15,3533,403,1267,292,616,223,57,49
860Z200US60088,60088,ZCTA5 60088,1333,216,7,11,7,11,0,19,0,19,0,19,0,19,0,19,0,19,1326,216,749,184,447,180,26,31
860Z200US60089,60089,ZCTA5 60089,16052,492,8462,471,2284,351,895,229,38,38,4619,541,608,183,259,101,29,34,2971,409,764,203,399,155,474,289
860Z200US60090,60090,ZCTA5 60090,15201,665,5933,508,1854,332,611,196,102,94,3359,511,597,191,267,116,4,8,5909,578,2480,435,1268,316,113,86
860Z200US60091,60091,ZCTA5 60091,10223,409,5570,448,1442,307,673,250,36,53,3456,303,840,199,401,145,9,14,1197,211,422,126,288,122,94,69
860Z200US60093,60093,ZCTA5 60093,7215,269,4187,321,1139,213,712,202,11,17,2379,318,563,135,327,108,40,40,649,178,320,144,149,78,103,65
860Z200US60096,60096,ZCTA5 60096,2797,213,1367,223,297,155,77,55,0,17,1026,227,185,105,57,40,20,25,404,113,249,114,171,114,11,19
860Z200US60097,60097,ZCTA5 60097,4239,268,2792,252,557,151,241,115,0,19,1007,258,107,67,75,59,13,20,440,180,143,91,90,84,11,18
860Z200US60098,60098,ZCTA5 60098,12819,391,6082,464,1424,293,555,187,39,39,3316,402,348,126,165,74,17,19,3421,362,1805,321,887,218,176,95
860Z200US60099,60099,ZCTA5 60099,11279,649,4456,448,1339,293,484,167,10,16,2631,341,528,186,452,174,52,54,4192,488,2095,333,1162,286,172,94
860Z200US60101,60101,ZCTA5 60101,13740,491,5228,476,1521,246,577,189,0,26,4146,423,630,184,238,108,71,59,4366,459,1643,325,813,260,273,149
860Z200US60102,60102,ZCTA5 60102,11788,367,7748,504,1468,260,429,122,9,15,2627,353,326,139,99,64,20,25,1413,289,473,149,213,116,117,75
860Z200US60103,60103,ZCTA5 60103,14661,411,9207,367,2033,346,741,193,28,44,3759,371,416,145,232,116,34,41,1695,350,759,278,405,211,81,54
860Z200US60104,60104,ZCTA5 60104,6120,315,3424,285,1160,252,625,181,0,19,1455,285,383,150,234,104,0,19,1241,225,746,185,416,149,19,28
860Z200US60106,60106,ZCTA5 60106,7332,375,2440,345,749,214,202,88,0,19,1481,235,184,77,89,50,17,21,3411,393,1124,264,560,177,211,172
860Z200US60107,60107,ZCTA5 60107,13030,490,7920,518,1990,307,644,194,320,386,3617,481,320,186,184,151,14,16,1493,272,673,210,430,178,100,76
860Z200US60108,60108,ZCTA5 60108,9184,433,4040,386,1103,236,479,173,98,154,2746,392,517,220,214,84,23,22,2398,305,1072,240,473,136,85,64
860Z200US60109,60109,ZCTA5 60109,193,49,101,39,33,21,14,13,0,12,47,29,6,10,0,12,0,12,45,22,16,16,10,14,6,10
860Z200US60110,60110,ZCTA5 60110,11973,474,5944,515,1400,288,558,212,0,26,2882,431,290,164,134,135,25,44,3147,412,1395,296,684,223,82,59
860Z200US60111,60111,ZCTA5 60111,94,34,31,23,14,16,14,16,0,12,41,27,0,12,0,12,0,12,22,29,0,12,0,12,4,6
860Z200US60112,60112,ZCTA5 60112,1612,150,1025,165,290,132,8,11,0,12,225,79,26,24,7,13,0,12,362,163,147,81,32,37,6,10
860Z200US60113,60113,ZCTA5 60113,92,43,40,26,11,14,2,3,0,12,28,35,0,12,0,12,0,12,24,21,2,4,0,12,6,11
860Z200US60115,60115,ZCTA5 60115,16899,526,4630,432,1175,284,392,160,0,26,2611,359,445,175,185,77,0,26,9658,624,5917,559,3398,651,711,308
860Z200US60118,60118,ZCTA5 60118,6343,321,3098,254,698,184,323,126,0,19,1324,171,247,105,132,71,0,19,1921,298,797,184,413,134,42,33
860Z200US60119,60119,ZCTA5 60119,4368,403,2656,442,598,190,268,172,0,19,1291,305,236,112,98,77,7,8,421,141,220,158,119,144,9,15
860Z200US60120,60120,ZCTA5 60120,16532,620,7276,613,1998,331,793,202,3,5,3569,414,521,159,323,127,8,13,5687,564,2374,346,1324,285,146,79
860Z200US60123,60123,ZCTA5 60123,17481,705,8549,689,1982,432,835,316,65,68,3929,570,875,430,266,114,0,26,5003,536,2208,357,1212,300,204,113
860Z200US60124,60124,ZCTA5 60124,8708,710,5712,721,1605,604,286,154,0,23,2465,395,298,131,154,89,27,32,531,216,272,171,145,116,53,62
860Z200US60126,60126,ZCTA5 60126,17792,460,9320,405,1845,275,716,142,68,58,4966,402,760,195,269,95,29,35,3506,418,1590,290,630,211,98,53
860Z200US60129,60129,ZCTA5 60129,84,39,45,30,0,12,0,12,0,12,24,20,2,3,0,12,0,12,15,13,0,12,0,12,4,7
860Z200US60130,60130,ZCTA5 60130,7035,435,2475,369,793,291,290,146,20,32,1298,284,225,95,104,62,17,29,3262,410,1267,314,635,256,188,128
860Z200US60131,60131,ZCTA5 60131,5838,365,2826,269,867,263,412,223,53,55,1580,270,405,133,182,111,0,19,1432,231,573,183,335,135,89,65
860Z200US60133,60133,ZCTA5 60133,11210,408,5939,410,1690,277,811,218,17,18,2586,282,273,105,159,75,77,95,2685,336,1170,287,599,190,206,139
860Z200US60134,60134,ZCTA5 60134,10876,445,6781,476,1675,421,395,132,12,20,2490,400,332,116,135,64,0,23,1605,296,625,249,340,164,54,39
860Z200US60135,60135,ZCTA5 60135,2888,295,1272,309,356,148,101,73,0,17,841,199,133,104,56,60,0,17,775,227,217,139,26,42,32,40
860Z200US60136,60136,ZCTA5 60136,2907,230,1762,353,281,148,60,58,170,247,729,318,70,76,4,12,0,17,416,235,251,230,0,17,0,17
860Z200US60137,60137,ZCTA5 60137,14425,508,7657,432,1925,329,648,168,0,26,4018,412,734,185,273,84,17,14,2750,361,1018,216,562,175,310,140
860Z200US60139,60139,ZCTA5 60139,11443,332,4964,418,1744,293,781,243,18,21,2376,274,332,106,154,76,7,10,4103,387,1670,288,1088,233,193,175
860Z200US60140,60140,ZCTA5 60140,7316,531,4848,561,921,284,294,191,0,23,1622,432,353,228,79,76,0,23,846,420,454,329,22,24,55,86
860Z200US60141,60141,ZCTA5 60141,169,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,169,93,103,97,75,89,0,12
860Z200US60142,60142,ZCTA5 60142,12851,622,6076,487,1313,291,446,158,26,31,5350,686,1420,675,735,473,56,72,1425,439,575,266,407,251,83,86
860Z200US60143,60143,ZCTA5 60143,4616,274,2289,319,742,298,172,99,0,19,988,189,123,69,58,40,0,19,1339,236,376,211,120,139,0,19
860Z200US60144,60144,ZCTA5 60144,31,18,10,9,0,12,0,12,0,12,13,12,8,12,0,12,0,12,8,9,5,8,0,12,0,12
