GEO_ID,ZCTA%5,NAME,Total,B25140_001M,Total Owned Units with a Mortgage,B25140_002M,Total Owned Units with a Mortgage (30-49%),B25140_003M,Total Owned Units with a Mortgage (50%+),B25140_004M,Total Owned Units with a Mortgage (Not Calculated),B25140_005M,Total Owned Units without a Mortgage,B25140_006M,Total Owned Units without a Mortgage (30-49%),B25140_007M,Total Owned Units without a Mortgage (50%+),B25140_008M,Total Owned Units without a Mortgage (Not Calculated),B25140_009M,Total Rented,B25140_010M,Total Rented (30-49%),B25140_011M,Total Rented (50%+),B25140_012M,Total Rented (Not Calculated),B25140_013M
860Z200US60969,60969,ZCTA5 60969,27,15,11,8,2,3,0,12,0,12,13,10,0,12,0,12,0,12,3,3,0,12,0,12,0,12
860Z200US60970,60970,ZCTA5 60970,2675,215,981,168,311,133,177,98,2,4,887,183,111,48,40,31,27,28,807,178,363,107,139,75,87,63
860Z200US60973,60973,ZCTA5 60973,119,30,59,21,9,8,6,8,0,12,37,16,4,5,1,2,0,12,23,21,8,11,2,4,0,12
860Z200US60974,60974,ZCTA5 60974,131,39,47,23,3,4,0,12,0,12,52,24,2,3,2,3,0,12,32,17,6,8,6,8,3,5
860Z200US61001,61001,ZCTA5 61001,576,100,263,66,117,55,59,30,0,12,229,49,29,17,0,12,0,12,84,53,56,47,44,47,9,10
860Z200US61006,61006,ZCTA5 61006,622,96,224,55,34,27,14,16,0,12,216,78,27,18,5,5,0,12,182,57,33,19,28,19,3,4
860Z200US61007,61007,ZCTA5 61007,161,57,76,55,38,50,38,50,0,12,73,35,23,22,23,22,0,12,12,16,12,16,0,12,0,12
860Z200US61008,61008,ZCTA5 61008,12826,461,6247,533,1529,325,677,247,50,52,3861,428,329,149,226,130,37,50,2718,316,1187,305,444,208,141,96
860Z200US61010,61010,ZCTA5 61010,2810,209,1533,177,322,105,101,71,0,17,744,176,126,113,92,106,0,17,533,132,145,78,83,69,113,85
860Z200US61011,61011,ZCTA5 61011,993,176,591,139,78,53,43,44,0,12,356,124,54,47,53,47,0,12,46,48,16,25,0,12,10,18
860Z200US61012,61012,ZCTA5 61012,737,146,410,136,95,49,47,49,0,12,211,82,4,5,0,12,0,12,116,44,39,29,26,24,34,28
860Z200US61013,61013,ZCTA5 61013,335,55,165,43,45,27,22,16,0,12,146,35,11,9,6,8,1,4,24,24,5,9,5,9,3,5
860Z200US61014,61014,ZCTA5 61014,481,101,189,64,10,9,8,9,0,12,235,80,28,26,1,3,0,12,57,40,0,12,0,12,6,9
860Z200US61015,61015,ZCTA5 61015,299,89,225,73,14,16,0,12,0,12,59,36,7,9,5,8,0,12,15,24,0,12,0,12,15,24
860Z200US61016,61016,ZCTA5 61016,2091,221,1162,204,259,90,65,53,0,17,716,148,74,37,7,12,8,13,213,64,59,47,16,17,19,21
860Z200US61018,61018,ZCTA5 61018,419,79,141,48,10,10,7,9,0,12,185,51,21,17,10,12,0,12,93,42,17,15,11,10,24,30
860Z200US61019,61019,ZCTA5 61019,1309,145,585,116,112,51,21,18,0,12,515,112,16,21,3,4,0,12,209,90,67,58,20,26,79,70
860Z200US61020,61020,ZCTA5 61020,1037,101,660,85,98,50,47,34,0,12,275,60,31,20,24,17,12,18,102,59,5,6,0,12,6,9
860Z200US61021,61021,ZCTA5 61021,9010,272,3731,345,863,227,268,111,0,23,2825,323,289,93,136,74,17,27,2454,324,869,217,430,158,109,69
860Z200US61024,61024,ZCTA5 61024,926,124,433,99,78,57,5,7,0,12,292,76,37,32,24,26,3,4,201,65,69,40,27,23,34,29
860Z200US61025,61025,ZCTA5 61025,2123,171,1101,196,188,78,43,29,3,5,707,151,56,39,18,16,0,12,315,102,110,76,33,25,66,64
860Z200US61027,61027,ZCTA5 61027,19,14,11,16,0,12,0,12,0,12,8,11,8,11,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61028,61028,ZCTA5 61028,815,124,364,86,88,31,24,18,2,4,304,74,27,13,2,3,0,12,147,59,64,37,33,27,10,9
860Z200US61030,61030,ZCTA5 61030,791,120,382,106,81,37,39,23,0,12,273,78,17,11,11,9,0,12,136,47,23,16,6,6,9,13
860Z200US61031,61031,ZCTA5 61031,603,108,205,53,41,27,33,25,0,12,228,81,19,17,17,16,0,12,170,56,38,19,27,15,10,10
860Z200US61032,61032,ZCTA5 61032,13407,339,4280,336,940,192,501,169,5,7,4374,343,583,112,315,105,43,33,4753,326,1821,291,844,241,375,168
860Z200US61036,61036,ZCTA5 61036,3469,254,1661,268,431,144,121,71,5,8,1102,164,62,42,20,16,0,17,706,147,301,159,181,121,19,25
860Z200US61037,61037,ZCTA5 61037,48,40,9,14,0,12,0,12,0,12,39,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61038,61038,ZCTA5 61038,448,159,313,124,114,81,88,77,0,12,112,97,0,12,0,12,0,12,23,40,23,40,23,40,0,12
860Z200US61039,61039,ZCTA5 61039,310,71,137,48,13,13,11,12,0,12,94,50,1,2,1,2,0,12,79,29,21,21,15,19,7,7
860Z200US61041,61041,ZCTA5 61041,646,108,198,62,56,31,36,25,0,12,260,61,30,18,10,13,5,7,188,82,134,78,62,36,4,5
860Z200US61042,61042,ZCTA5 61042,170,50,37,21,7,10,7,10,0,12,97,35,2,5,1,3,0,12,36,30,1,3,1,3,7,9
860Z200US61043,61043,ZCTA5 61043,56,25,29,21,14,14,8,13,0,12,17,10,0,12,0,12,0,12,10,10,6,9,0,12,0,12
860Z200US61044,61044,ZCTA5 61044,113,49,54,44,5,8,0,12,0,12,59,36,0,12,0,12,5,8,0,12,0,12,0,12,0,12
860Z200US61046,61046,ZCTA5 61046,1134,149,481,104,117,36,63,30,3,4,496,93,33,23,22,18,5,6,157,62,30,19,25,18,16,14
860Z200US61047,61047,ZCTA5 61047,660,117,302,81,55,30,33,28,0,12,284,74,71,51,43,33,8,11,74,50,15,12,8,8,31,46
860Z200US61048,61048,ZCTA5 61048,1648,126,807,134,180,87,67,39,0,12,600,123,32,22,18,16,4,6,241,83,57,41,17,26,10,11
860Z200US61049,61049,ZCTA5 61049,194,48,76,21,10,6,2,3,0,12,58,21,0,12,0,12,0,12,60,46,16,12,14,12,6,5
860Z200US61050,61050,ZCTA5 61050,104,34,65,28,0,12,0,12,0,12,39,21,11,11,5,7,0,12,0,12,0,12,0,12,0,12
860Z200US61051,61051,ZCTA5 61051,637,90,235,61,55,32,19,20,0,12,290,68,38,29,10,12,0,12,112,53,15,23,12,22,6,9
860Z200US61052,61052,ZCTA5 61052,438,99,220,54,40,28,5,7,0,12,173,100,1,2,0,12,0,12,45,27,12,12,4,5,1,2
860Z200US61053,61053,ZCTA5 61053,1186,112,511,103,107,44,54,31,16,15,441,93,65,44,48,43,8,11,234,61,74,42,16,16,14,11
860Z200US61054,61054,ZCTA5 61054,1732,240,640,185,206,143,149,118,0,12,527,138,130,80,84,67,0,12,565,236,171,102,37,49,44,53
860Z200US61057,61057,ZCTA5 61057,16,20,16,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61059,61059,ZCTA5 61059,74,33,26,18,1,2,0,12,0,12,21,14,0,12,0,12,0,12,27,26,1,2,1,2,0,12
860Z200US61060,61060,ZCTA5 61060,599,103,326,60,83,45,12,10,8,13,195,67,34,30,11,13,5,7,78,32,15,11,2,4,0,12
860Z200US61061,61061,ZCTA5 61061,3036,222,1031,198,154,73,82,62,12,19,1221,206,89,58,25,29,9,14,784,202,224,117,105,81,33,31
860Z200US61062,61062,ZCTA5 61062,686,84,336,77,120,72,69,70,0,12,233,53,24,14,16,11,5,7,117,32,31,21,2,4,33,18
860Z200US61063,61063,ZCTA5 61063,1704,229,796,189,96,59,43,38,0,12,641,164,90,106,23,21,0,12,267,83,35,30,0,12,49,46
860Z200US61064,61064,ZCTA5 61064,1660,178,660,140,117,48,52,34,0,12,467,112,58,34,36,27,0,12,533,101,130,75,73,61,86,54
860Z200US61065,61065,ZCTA5 61065,3479,335,2212,341,479,215,257,164,0,19,1008,255,154,86,39,31,10,16,259,118,111,87,81,83,51,80
860Z200US61067,61067,ZCTA5 61067,244,75,86,38,14,15,0,12,0,12,129,61,23,32,2,3,0,12,29,22,7,10,5,8,1,3
860Z200US61068,61068,ZCTA5 61068,5860,279,2210,290,243,104,83,50,0,19,1433,203,183,83,104,80,26,29,2217,313,902,219,358,141,106,65
860Z200US61070,61070,ZCTA5 61070,509,98,210,88,47,36,34,33,0,12,246,71,2,3,1,2,0,12,53,32,25,21,17,19,0,12
860Z200US61071,61071,ZCTA5 61071,5842,255,2625,299,441,135,179,78,8,13,1748,189,234,84,103,61,8,10,1469,237,689,177,281,112,73,57
860Z200US61072,61072,ZCTA5 61072,4275,329,2197,267,279,94,46,34,0,19,1357,225,129,63,53,36,0,19,721,244,307,169,147,112,51,40
860Z200US61073,61073,ZCTA5 61073,7172,435,4017,372,684,205,314,157,14,24,1746,290,185,99,64,40,40,36,1409,264,521,170,150,93,101,73
860Z200US61074,61074,ZCTA5 61074,2040,213,547,139,164,74,32,29,6,9,809,178,144,82,124,79,46,60,684,159,301,128,80,66,98,81
860Z200US61075,61075,ZCTA5 61075,447,59,191,43,55,21,12,10,0,12,196,45,27,19,20,18,6,6,60,29,10,11,1,3,15,11
860Z200US61077,61077,ZCTA5 61077,51,72,51,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61078,61078,ZCTA5 61078,525,74,246,54,40,19,0,12,4,5,205,54,39,21,13,16,2,4,74,28,15,9,4,5,8,8
860Z200US61079,61079,ZCTA5 61079,98,31,27,15,6,7,6,7,0,12,57,29,7,6,1,3,0,12,14,14,0,12,0,12,3,5
860Z200US61080,61080,ZCTA5 61080,4561,324,1750,313,338,123,90,63,0,19,1532,282,164,97,132,81,20,31,1279,296,281,176,192,157,49,51
860Z200US61081,61081,ZCTA5 61081,8926,292,3431,299,392,104,174,69,5,12,2866,281,282,150,106,54,103,67,2629,319,1170,242,506,193,200,93
860Z200US61084,61084,ZCTA5 61084,1269,191,673,155,157,72,53,34,0,12,436,118,27,29,0,12,0,12,160,91,11,10,0,12,33,26
860Z200US61085,61085,ZCTA5 61085,1343,130,660,111,170,64,23,18,0,12,370,95,49,41,12,12,0,12,313,77,100,42,43,29,65,45
860Z200US61087,61087,ZCTA5 61087,684,78,356,65,46,25,22,16,5,8,278,57,43,35,29,31,3,4,50,23,16,14,12,14,3,4
860Z200US61088,61088,ZCTA5 61088,2314,234,1268,205,272,140,66,45,0,17,769,182,35,25,23,22,6,9,277,99,122,68,46,34,43,47
860Z200US61089,61089,ZCTA5 61089,252,63,115,42,25,22,19,21,8,14,65,31,17,18,16,18,0,12,72,38,19,18,3,4,3,4
860Z200US61091,61091,ZCTA5 61091,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61101,61101,ZCTA5 61101,7969,462,2079,278,597,164,289,124,41,35,1956,266,316,147,140,95,13,12,3934,385,2092,398,1273,318,254,101
860Z200US61102,61102,ZCTA5 61102,6409,439,1737,255,397,148,102,54,17,20,2124,352,440,218,160,104,27,34,2548,379,1350,317,834,271,196,117
860Z200US61103,61103,ZCTA5 61103,10046,511,3260,363,632,145,364,113,15,26,1802,257,167,69,46,35,12,13,4984,420,2468,314,1432,298,278,138
860Z200US61104,61104,ZCTA5 61104,7752,593,1248,319,424,229,131,73,12,19,1624,369,292,253,20,18,24,27,4880,482,2552,336,1577,251,319,280
860Z200US61107,61107,ZCTA5 61107,12717,499,5345,378,947,189,443,110,0,23,3515,355,276,98,126,65,43,37,3857,371,1524,259,943,188,162,70
860Z200US61108,61108,ZCTA5 61108,11855,702,4529,501,1004,359,320,100,0,26,3264,454,250,131,90,55,0,26,4062,624,1659,387,968,345,413,166
860Z200US61109,61109,ZCTA5 61109,11031,454,3897,406,948,227,434,155,5,8,2995,307,251,93,124,56,23,22,4139,434,1805,349,749,230,274,120
860Z200US61111,61111,ZCTA5 61111,9846,454,3715,385,1014,283,516,195,9,15,2375,341,273,137,172,121,18,21,3756,428,1416,286,847,254,118,81
860Z200US61112,61112,ZCTA5 61112,47,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,36,47,36,38,32,0,12
860Z200US61114,61114,ZCTA5 61114,6349,340,2760,303,624,144,265,109,0,19,1770,234,203,74,90,48,14,17,1819,313,578,145,299,110,89,64
860Z200US61115,61115,ZCTA5 61115,8427,316,4723,343,803,175,272,107,6,10,2041,277,214,81,70,46,25,23,1663,291,626,202,156,70,65,38
860Z200US61201,61201,ZCTA5 61201,15844,524,5810,447,1207,256,393,162,60,48,4214,394,473,160,233,113,73,48,5820,425,2576,342,1369,309,699,152
860Z200US61230,61230,ZCTA5 61230,395,68,156,45,37,20,19,15,4,6,192,50,16,16,2,3,0,12,47,33,7,12,7,12,2,5
860Z200US61231,61231,ZCTA5 61231,2082,132,824,104,146,57,77,51,0,12,638,127,65,48,27,24,34,33,620,110,201,87,78,65,8,13
860Z200US61232,61232,ZCTA5 61232,680,88,422,85,114,68,72,58,0,12,192,53,10,9,0,12,0,12,66,42,20,25,16,23,14,19
860Z200US61233,61233,ZCTA5 61233,107,35,42,17,2,4,0,12,0,12,37,25,8,11,0,12,0,12,28,18,8,9,0,12,0,12
860Z200US61234,61234,ZCTA5 61234,511,71,216,42,52,24,22,14,0,12,187,45,19,14,6,7,0,12,108,40,11,15,4,6,9,11
860Z200US61235,61235,ZCTA5 61235,658,114,239,65,37,21,12,11,0,12,282,89,20,12,5,6,8,12,137,45,34,23,10,10,11,10
860Z200US61236,61236,ZCTA5 61236,17,10,6,7,3,5,0,12,0,12,9,11,2,5,0,12,0,12,2,4,0,12,0,12,0,12
860Z200US61237,61237,ZCTA5 61237,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61238,61238,ZCTA5 61238,1052,108,568,106,117,58,21,18,0,12,377,68,29,30,23,29,5,7,107,47,50,38,35,36,8,12
860Z200US61239,61239,ZCTA5 61239,485,121,76,34,25,19,3,4,0,12,62,24,23,17,8,10,3,6,347,125,197,111,82,87,18,19
860Z200US61240,61240,ZCTA5 61240,2364,184,1303,169,220,90,78,50,0,17,910,163,64,51,0,17,0,17,151,100,23,27,13,20,15,23
860Z200US61241,61241,ZCTA5 61241,2690,199,1478,232,182,96,73,70,0,17,834,147,107,68,62,51,13,20,378,165,17,27,0,17,0,17
860Z200US61242,61242,ZCTA5 61242,493,62,251,57,17,11,5,7,0,12,189,48,19,23,1,3,0,12,53,24,26,13,10,8,5,6
860Z200US61243,61243,ZCTA5 61243,74,40,52,38,15,23,0,12,0,12,11,11,2,4,0,12,0,12,11,10,0,12,0,12,10,9
860Z200US61244,61244,ZCTA5 61244,9202,442,3408,340,325,134,91,55,8,14,2773,371,245,119,104,73,85,64,3021,386,1191,300,720,277,449,165
860Z200US61250,61250,ZCTA5 61250,1204,175,503,103,40,23,14,12,0,12,440,109,59,35,20,24,0,12,261,131,57,26,18,17,108,123
860Z200US61251,61251,ZCTA5 61251,154,62,101,50,35,27,12,15,23,32,35,40,0,12,0,12,0,12,18,19,0,12,0,12,8,13
860Z200US61252,61252,ZCTA5 61252,2411,174,1104,152,163,65,77,51,0,17,846,167,118,66,22,23,9,14,461,173,261,155,47,46,88,86
860Z200US61254,61254,ZCTA5 61254,4928,198,2370,254,322,115,120,74,0,19,1673,195,194,96,67,47,0,19,885,185,368,122,158,66,112,73
860Z200US61256,61256,ZCTA5 61256,875,131,463,105,70,27,43,19,0,12,267,53,34,27,15,11,0,12,145,68,66,50,15,19,9,15
860Z200US61257,61257,ZCTA5 61257,358,62,146,45,33,29,0,12,0,12,148,49,17,19,14,17,2,4,64,30,34,28,32,28,0,12
860Z200US61258,61258,ZCTA5 61258,67,40,45,38,11,15,9,14,0,12,16,9,0,12,0,12,0,12,6,6,3,4,3,4,0,12
860Z200US61259,61259,ZCTA5 61259,505,118,252,106,60,47,0,12,0,12,235,79,20,22,9,14,0,12,18,22,0,12,0,12,18,22
860Z200US61260,61260,ZCTA5 61260,306,65,116,39,46,30,34,26,4,7,96,35,2,3,2,3,0,12,94,54,48,52,5,6,14,14
860Z200US61261,61261,ZCTA5 61261,305,79,95,32,28,21,8,10,0,12,146,64,8,7,2,4,0,12,64,41,19,20,10,16,23,26
860Z200US61262,61262,ZCTA5 61262,390,95,137,63,68,56,6,8,0,12,214,74,43,46,37,45,0,12,39,28,0,12,0,12,12,18
860Z200US61263,61263,ZCTA5 61263,277,62,137,43,23,20,18,19,0,12,79,29,6,7,3,4,2,4,61,36,36,30,12,19,21,23
860Z200US61264,61264,ZCTA5 61264,4673,320,2029,264,264,93,70,41,0,19,1708,279,57,32,21,19,25,37,936,203,405,127,191,91,112,70
860Z200US61265,61265,ZCTA5 61265,18860,494,7447,471,1651,318,771,222,27,32,5079,385,422,125,231,89,45,60,6334,479,2750,398,1551,301,312,126
860Z200US61270,61270,ZCTA5 61270,2731,239,1155,167,165,77,35,31,0,17,1112,218,155,83,93,65,0,17,464,126,89,48,33,27,88,44
860Z200US61272,61272,ZCTA5 61272,554,92,278,63,82,39,17,18,0,12,215,60,12,15,0,12,0,12,61,36,2,3,0,12,9,13
860Z200US61273,61273,ZCTA5 61273,1121,88,547,93,47,27,22,20,0,12,394,67,37,23,10,8,2,3,180,61,62,30,30,17,9,7
860Z200US61274,61274,ZCTA5 61274,91,33,34,26,10,14,0,12,0,12,57,32,9,13,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61275,61275,ZCTA5 61275,1713,174,932,150,158,55,60,40,0,12,516,94,73,38,43,30,0,12,265,105,70,38,40,33,39,32
860Z200US61276,61276,ZCTA5 61276,14,15,7,10,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61277,61277,ZCTA5 61277,1101,119,476,76,57,29,35,25,0,12,378,59,31,22,17,14,4,6,247,79,76,35,21,19,42,34
860Z200US61278,61278,ZCTA5 61278,286,65,121,40,35,17,23,14,0,12,151,50,38,40,35,39,0,12,14,14,0,12,0,12,3,4
860Z200US61279,61279,ZCTA5 61279,369,75,213,60,32,23,0,12,0,12,133,52,11,16,0,12,0,12,23,22,5,6,2,4,5,6
860Z200US61281,61281,ZCTA5 61281,1023,128,637,135,86,48,44,30,0,12,309,85,16,13,7,6,0,12,77,40,19,21,19,21,4,5
860Z200US61282,61282,ZCTA5 61282,4154,270,1303,218,235,114,87,83,0,17,994,234,191,152,144,144,16,22,1857,339,603,261,112,80,180,121
860Z200US61283,61283,ZCTA5 61283,464,83,161,55,30,22,16,14,0,12,232,62,29,23,1,4,15,21,71,51,7,10,0,12,12,17
860Z200US61284,61284,ZCTA5 61284,854,135,413,117,84,49,54,34,0,12,351,103,14,17,6,9,0,12,90,61,0,12,0,12,9,13
860Z200US61285,61285,ZCTA5 61285,738,77,300,73,35,18,24,17,0,12,306,59,35,28,10,11,0,12,132,45,64,32,11,12,14,12
860Z200US61301,61301,ZCTA5 61301,4437,227,1338,222,366,129,163,83,15,25,1582,233,256,110,202,104,6,8,1517,241,591,148,307,118,90,58
860Z200US61310,61310,ZCTA5 61310,1476,146,584,111,115,68,33,28,0,12,574,110,82,50,48,40,0,12,318,79,118,64,28,20,37,37
860Z200US61311,61311,ZCTA5 61311,104,65,54,65,9,14,0,12,0,12,33,28,24,25,8,12,0,12,17,27,0,12,0,12,0,12
860Z200US61312,61312,ZCTA5 61312,190,33,79,27,17,11,13,10,0,12,81,24,22,17,7,8,6,7,30,11,11,8,2,3,7,5
860Z200US61313,61313,ZCTA5 61313,129,59,57,48,2,3,2,3,0,12,52,29,5,7,3,5,0,12,20,23,9,15,9,15,11,18
860Z200US61314,61314,ZCTA5 61314,314,66,128,45,34,21,16,13,0,12,126,31,27,19,15,14,0,12,60,40,2,5,0,12,11,12
860Z200US61315,61315,ZCTA5 61315,110,29,16,10,6,7,6,7,0,12,49,18,5,4,3,4,0,12,45,22,16,15,14,15,6,5
860Z200US61316,61316,ZCTA5 61316,87,28,40,21,10,9,0,12,0,12,31,15,5,8,5,8,0,12,16,14,5,10,0,12,0,12
860Z200US61317,61317,ZCTA5 61317,225,54,113,49,21,11,8,6,0,12,79,22,6,5,4,4,0,12,33,17,21,15,12,10,0,12
860Z200US61318,61318,ZCTA5 61318,220,46,90,30,24,15,6,7,0,12,83,30,0,12,0,12,0,12,47,22,7,9,5,8,16,16
860Z200US61319,61319,ZCTA5 61319,544,113,283,103,55,31,33,24,0,12,206,51,52,28,36,23,0,12,55,27,5,5,5,5,2,3
860Z200US61320,61320,ZCTA5 61320,287,51,134,35,26,17,10,7,0,12,111,30,9,7,2,3,0,12,42,20,15,10,6,6,10,12
860Z200US61321,61321,ZCTA5 61321,98,43,29,16,12,10,8,10,0,12,32,15,0,12,0,12,0,12,37,36,5,4,1,3,31,35
860Z200US61322,61322,ZCTA5 61322,591,78,143,54,15,13,3,4,0,12,286,59,34,24,4,7,8,9,162,51,63,36,34,26,16,10
860Z200US61323,61323,ZCTA5 61323,66,30,35,25,2,3,0,12,0,12,20,14,0,12,0,12,0,12,11,9,0,12,0,12,4,6
860Z200US61324,61324,ZCTA5 61324,46,26,19,16,9,12,0,12,0,12,13,17,0,12,0,12,0,12,14,23,0,12,0,12,14,23
860Z200US61325,61325,ZCTA5 61325,433,73,248,67,58,39,5,5,0,12,144,38,12,9,10,8,4,4,41,21,10,8,0,12,20,17
860Z200US61326,61326,ZCTA5 61326,896,79,324,66,12,8,12,8,8,10,362,69,15,11,12,11,0,12,210,51,64,31,32,22,17,14
860Z200US61327,61327,ZCTA5 61327,524,66,257,65,35,21,26,18,0,12,198,44,14,15,4,6,0,12,69,31,31,21,9,11,2,4
860Z200US61328,61328,ZCTA5 61328,34,34,34,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61329,61329,ZCTA5 61329,539,72,253,56,31,18,18,18,0,12,170,49,17,12,6,7,13,17,116,45,29,18,4,8,3,4
860Z200US61330,61330,ZCTA5 61330,500,52,241,44,35,17,17,13,0,12,155,36,14,8,9,7,0,12,104,29,25,12,12,9,17,15
860Z200US61331,61331,ZCTA5 61331,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61332,61332,ZCTA5 61332,65,32,35,21,2,4,1,2,0,12,22,23,1,2,0,12,0,12,8,9,7,8,4,6,0,12
860Z200US61333,61333,ZCTA5 61333,101,28,40,18,11,10,9,10,0,12,56,19,9,11,1,2,0,12,5,5,0,12,0,12,2,3
860Z200US61334,61334,ZCTA5 61334,251,45,129,35,17,10,8,6,1,3,83,27,1,2,0,12,0,12,39,19,12,10,4,4,7,7
860Z200US61335,61335,ZCTA5 61335,122,32,48,22,1,3,0,12,2,3,52,21,2,3,0,12,0,12,22,11,4,6,0,12,0,12
860Z200US61336,61336,ZCTA5 61336,226,56,122,55,15,13,11,12,0,12,42,24,5,6,2,3,0,12,62,30,8,12,0,12,23,16
860Z200US61337,61337,ZCTA5 61337,202,42,117,37,16,9,7,6,0,12,56,21,3,4,3,4,1,2,29,18,4,4,2,3,10,9
860Z200US61338,61338,ZCTA5 61338,149,34,52,19,10,9,2,3,0,12,65,24,0,12,0,12,0,12,32,24,21,22,3,4,0,12
860Z200US61340,61340,ZCTA5 61340,244,46,103,37,5,6,0,12,0,12,80,30,15,14,4,6,0,12,61,24,18,14,12,11,0,12
860Z200US61341,61341,ZCTA5 61341,2882,212,1355,152,229,71,85,39,5,8,817,155,58,35,29,27,6,9,710,146,239,106,80,37,95,61
860Z200US61342,61342,ZCTA5 61342,3450,227,1260,157,206,98,51,42,0,17,1159,161,105,52,74,45,10,18,1031,221,306,116,159,89,97,56
860Z200US61344,61344,ZCTA5 61344,124,35,40,20,2,4,0,12,0,12,72,28,6,5,5,5,0,12,12,7,9,7,6,6,1,2
860Z200US61345,61345,ZCTA5 61345,328,59,135,35,33,18,18,14,0,12,163,46,14,8,6,5,0,12,30,19,5,4,4,4,18,16
860Z200US61346,61346,ZCTA5 61346,33,15,15,8,6,5,0,12,0,12,13,10,0,12,0,12,4,7,5,6,0,12,0,12,1,2
860Z200US61348,61348,ZCTA5 61348,2021,157,748,145,84,59,73,58,19,20,737,131,39,32,0,12,0,12,536,131,203,98,123,70,11,16
860Z200US61349,61349,ZCTA5 61349,408,70,196,65,20,9,10,6,0,12,152,37,19,14,14,11,3,4,60,19,31,14,11,10,14,8
860Z200US61350,61350,ZCTA5 61350,9748,401,4581,422,1100,280,545,188,0,23,2564,324,330,110,223,92,13,18,2603,258,1065,216,467,155,152,72
860Z200US61353,61353,ZCTA5 61353,450,78,215,42,64,20,13,10,4,5,122,44,18,12,12,12,0,12,113,47,35,19,20,15,8,10
860Z200US61354,61354,ZCTA5 61354,4578,199,1574,200,306,122,169,91,0,19,1875,261,130,63,68,48,22,24,1129,225,292,119,145,108,87,60
860Z200US61356,61356,ZCTA5 61356,4630,240,1995,156,276,82,99,48,6,9,1519,158,290,88,183,66,36,33,1116,202,394,124,169,76,138,73
860Z200US61358,61358,ZCTA5 61358,174,45,69,30,10,8,6,7,0,12,91,37,7,10,0,12,0,12,14,9,2,3,0,12,4,6
860Z200US61359,61359,ZCTA5 61359,172,61,85,57,2,3,2,3,0,12,60,20,4,5,2,3,1,2,27,26,24,26,1,2,0,12
860Z200US61360,61360,ZCTA5 61360,1275,181,510,106,79,38,33,29,0,12,484,173,5,8,5,8,0,12,281,105,72,56,34,29,12,13
860Z200US61361,61361,ZCTA5 61361,540,76,288,67,29,15,5,5,0,12,159,46,22,18,6,6,0,12,93,31,44,21,30,18,6,8
860Z200US61362,61362,ZCTA5 61362,2388,170,741,125,97,42,41,32,0,17,796,133,81,53,31,34,8,15,851,180,211,114,34,31,75,51
860Z200US61363,61363,ZCTA5 61363,150,36,52,21,10,9,1,2,0,12,65,33,1,3,0,12,2,4,33,15,11,9,7,8,9,9
860Z200US61364,61364,ZCTA5 61364,8315,364,2495,292,353,119,154,86,7,17,3175,336,322,130,186,107,56,43,2645,365,819,256,463,212,206,94
860Z200US61367,61367,ZCTA5 61367,328,77,97,41,25,16,13,14,0,12,83,22,6,6,5,5,2,3,148,67,42,26,30,25,3,4
860Z200US61368,61368,ZCTA5 61368,558,87,247,63,32,22,12,13,0,12,192,50,40,36,17,14,2,4,119,40,15,14,4,5,32,22
860Z200US61369,61369,ZCTA5 61369,582,72,228,55,39,17,24,15,4,6,239,54,19,17,7,7,3,5,115,35,33,17,12,10,9,8
860Z200US61370,61370,ZCTA5 61370,504,70,226,43,26,11,8,8,0,12,199,40,21,11,11,7,2,3,79,29,16,13,0,12,16,8
860Z200US61371,61371,ZCTA5 61371,27,27,0,12,0,12,0,12,0,12,27,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12
860Z200US61372,61372,ZCTA5 61372,81,33,31,18,3,4,1,3,0,12,40,28,0,12,0,12,0,12,10,9,5,5,4,5,3,6
860Z200US61373,61373,ZCTA5 61373,784,100,413,85,104,69,14,11,0,12,304,72,33,27,10,9,6,8,67,31,22,18,15,15,14,13
860Z200US61374,61374,ZCTA5 61374,27,16,17,16,4,5,0,12,0,12,4,6,0,12,0,12,0,12,6,4,6,4,0,12,0,12
860Z200US61375,61375,ZCTA5 61375,498,83,242,70,38,29,26,23,0,12,227,71,4,6,3,6,2,3,29,17,7,6,3,5,1,4
860Z200US61376,61376,ZCTA5 61376,932,141,436,108,59,29,11,8,0,12,283,61,57,33,12,13,0,12,213,92,95,87,92,87,33,20
